#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Date
,"
Asia
",214177844,34109.0,1535995.0,199.0,198776221.0,42580.0,13865628.0,15540.0,,,,,,Asia,,,,,,,2023-02-24
,"
North America
",124454659,13166.0,1609910.0,100.0,119688106.0,39469.0,3156643.0,7752.0,,,,,,North America,,,,,,,2023-02-24
,"
Europe
",246116716,51474.0,2016321.0,223.0,241707445.0,28487.0,2392950.0,6461.0,,,,,,Europe,,,,,,,2023-02-24
,"
South America
",67966089,15202.0,1350361.0,141.0,66204615.0,7649.0,411113.0,10195.0,,,,,,South America,,,,,,,2023-02-24
,"
Oceania
",13987191,2961.0,26076.0,16.0,13826284.0,2416.0,134831.0,64.0,,,,,,Australia/Oceania,,,,,,,2023-02-24
,"
Africa
",12791178,424.0,258576.0,,12074525.0,101.0,458077.0,547.0,,,,,,Africa,,,,,,,2023-02-24
,"

",721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,,2023-02-24
184.0,Equatorial Guinea,17229,,183.0,,16907.0,,139.0,5.0,11512.0,122.0,365697.0,"244,342",1496662.0,Africa,87.0,8178.0,4.0,,,93.0,2023-03-06
185.0,Tonga,16807,,13.0,,15638.0,,1156.0,,155983.0,121.0,535009.0,"4,965,327",107749.0,Australia/Oceania,6.0,8288.0,0.0,,,10729.0,2023-03-06
186.0,Samoa,16607,,29.0,,1605.0,,14973.0,,82116.0,143.0,187397.0,"926,612",202239.0,Australia/Oceania,12.0,6974.0,1.0,,,74036.0,2023-03-06
187.0,Monaco,16115,,67.0,,15992.0,,56.0,4.0,405073.0,1684.0,78646.0,"1,976,875",39783.0,Europe,2.0,594.0,1.0,,,1408.0,2023-03-06
188.0,Dominica,15760,,74.0,,15673.0,,13.0,,217848.0,1023.0,229344.0,"3,170,187",72344.0,North America,5.0,978.0,0.0,,,180.0,2023-03-06
189.0,Djibouti,15690,,189.0,,15427.0,,74.0,,15441.0,186.0,305941.0,"301,094",1016097.0,Africa,65.0,5376.0,3.0,,,73.0,2023-03-06
190.0,Marshall Islands,15618,,17.0,,15528.0,,73.0,,260053.0,283.0,,,60057.0,Australia/Oceania,4.0,3533.0,,,,1216.0,2023-03-06
191.0,CAR,15368,,113.0,,15200.0,,55.0,2.0,3063.0,23.0,81294.0,"16,205",5016678.0,Africa,326.0,44395.0,62.0,,,11.0,2023-03-06
192.0,Gambia,12586,,372.0,,12189.0,,25.0,,4919.0,145.0,155686.0,"60,851",2558482.0,Africa,203.0,6878.0,16.0,,,10.0,2023-03-06
193.0,Saint Martin,12257,,63.0,,1399.0,,10795.0,7.0,308507.0,1586.0,112382.0,"2,828,643",39730.0,North America,3.0,631.0,0.0,,,271709.0,2023-03-06
194.0,Vanuatu,12014,,14.0,,11976.0,,24.0,,37330.0,44.0,24976.0,"77,606",321832.0,Australia/Oceania,27.0,22988.0,13.0,,,75.0,2023-03-06
195.0,Greenland,11971,,21.0,,2761.0,,9189.0,4.0,210117.0,369.0,164926.0,"2,894,810",56973.0,North America,5.0,2713.0,0.0,,,161287.0,2023-03-06
196.0,Yemen,11945,,2159.0,,9124.0,,662.0,23.0,383.0,69.0,329592.0,"10,579",31154867.0,Asia,2608.0,14430.0,95.0,,,21.0,2023-03-06
197.0,Caribbean Netherlands,11676,,38.0,,10476.0,,1162.0,,438173.0,1426.0,30126.0,"1,130,559",26647.0,North America,2.0,701.0,1.0,,,43607.0,2023-03-06
198.0,Sint Maarten,11020,,91.0,,10905.0,,24.0,,250648.0,2070.0,62056.0,"1,411,454",43966.0,North America,4.0,483.0,1.0,,,546.0,2023-03-06
199.0,Eritrea,10189,,103.0,,10086.0,,0.0,,2782.0,28.0,23693.0,"6,470",3662244.0,Africa,359.0,35556.0,155.0,,,,2023-03-06
200.0,Niger,9931,,312.0,,8890.0,,729.0,1.0,381.0,12.0,254538.0,"9,759",26083660.0,Africa,2626.0,83601.0,102.0,,,28.0,2023-03-06
201.0,St. Vincent Grenadines,9589,,123.0,,9466.0,,0.0,,85961.0,1103.0,113703.0,"1,019,292",111551.0,North America,12.0,907.0,1.0,,,,2023-03-06
202.0,Antigua and Barbuda,9106,,146.0,,8954.0,,6.0,1.0,91509.0,1467.0,18901.0,"189,943",99509.0,North America,11.0,682.0,5.0,,,60.0,2023-03-06
203.0,Comoros,9001,,161.0,,8838.0,,2.0,,9919.0,177.0,,,907419.0,Africa,101.0,5636.0,,,,2.0,2023-03-06
204.0,Guinea-Bissau,8960,,176.0,,8660.0,,124.0,6.0,4342.0,85.0,145231.0,"70,385",2063367.0,Africa,230.0,11724.0,14.0,,,60.0,2023-03-06
205.0,Liberia,8090,,295.0,,7783.0,,12.0,2.0,1525.0,56.0,139824.0,"26,356",5305117.0,Africa,656.0,17983.0,38.0,,,2.0,2023-03-06
206.0,Sierra Leone,7760,,126.0,,,,,,934.0,15.0,259958.0,"31,296",8306436.0,Africa,1070.0,65924.0,32.0,,,330.0,2023-03-06
207.0,Chad,7678,,194.0,,4874.0,,2610.0,,441.0,11.0,191341.0,"10,988",17413580.0,Africa,2268.0,89761.0,91.0,,,150.0,2023-03-06
208.0,British Virgin Islands,7305,,64.0,,,,,,238757.0,2092.0,107339.0,"3,508,269",30596.0,North America,4.0,478.0,0.0,,,392.0,2023-03-06
209.0,Cook Islands,7030,,2.0,,7027.0,,1.0,,400091.0,114.0,19690.0,"1,120,596",17571.0,Australia/Oceania,2.0,8786.0,1.0,,,57.0,2023-03-06
210.0,Saint Kitts and Nevis,6597,,47.0,,6548.0,,2.0,,122459.0,872.0,126932.0,"2,356,221",53871.0,North America,8.0,1146.0,0.0,,,37.0,2023-03-06
211.0,Turks and Caicos,6551,,38.0,,6491.0,,22.0,4.0,164842.0,956.0,611527.0,"15,387,811",39741.0,North America,6.0,1046.0,0.0,,,554.0,2023-03-06
212.0,Sao Tome and Principe,6281,,77.0,,6204.0,,0.0,,27587.0,338.0,29036.0,"127,530",227679.0,Africa,36.0,2957.0,8.0,,,,2023-03-06
213.0,Palau,5989,,9.0,,5976.0,,4.0,,328470.0,494.0,69136.0,"3,791,806",18233.0,Australia/Oceania,3.0,2026.0,0.0,,,219.0,2023-03-06
214.0,St. Barth,5439,,6.0,,,,,,546908.0,603.0,78646.0,"7,908,095",9945.0,North America,2.0,1658.0,0.0,,,499849.0,2023-03-06
215.0,Nauru,5247,,1.0,,5075.0,,171.0,,481244.0,92.0,20509.0,"1,881,042",10903.0,Australia/Oceania,2.0,10903.0,1.0,,,15684.0,2023-03-06
216.0,Kiribati,5013,,18.0,,2703.0,,2292.0,3.0,40618.0,146.0,,,123419.0,Australia/Oceania,25.0,6857.0,,,,18571.0,2023-03-06
217.0,Anguilla,3904,,12.0,,3879.0,,13.0,4.0,256336.0,788.0,51382.0,"3,373,736",15230.0,North America,4.0,1269.0,0.0,,,854.0,2023-03-06
218.0,Macao,3514,,121.0,,3391.0,,2.0,,5264.0,181.0,7850.0,"11,760",667490.0,Asia,190.0,5516.0,85.0,,,3.0,2023-03-06
219.0,Saint Pierre Miquelon,3452,,2.0,,2449.0,,1001.0,1.0,599410.0,347.0,25400.0,"4,410,488",5759.0,North America,2.0,2880.0,0.0,,,173815.0,2023-03-06
220.0,Wallis and Futuna,3427,,7.0,,438.0,,2982.0,,312056.0,637.0,20508.0,"1,867,419",10982.0,Australia/Oceania,3.0,1569.0,1.0,,,271535.0,2023-03-06
221.0,Tuvalu,2805,,,,,,2805.0,,232471.0,,,,12066.0,Australia/Oceania,4.0,,,,,232471.0,2023-03-06
222.0,Saint Helena,2166,,,,2.0,,2164.0,,354211.0,,,,6115.0,Africa,3.0,,,,,353884.0,2023-03-06
223.0,Falkland Islands,1930,,,,1930.0,,0.0,,545352.0,,8632.0,"2,439,107",3539.0,South America,2.0,,0.0,,,,2023-03-06
224.0,Montserrat,1403,,8.0,,1376.0,,19.0,,282578.0,1611.0,17762.0,"3,577,442",4965.0,North America,4.0,621.0,0.0,,,3827.0,2023-03-06
225.0,Niue,790,,,,784.0,,6.0,,487053.0,,,,1622.0,Australia/Oceania,2.0,,,,,3699.0,2023-03-06
226.0,Diamond Princess,712,,13.0,,699.0,,0.0,,,,,,,,,,,,,,2023-03-06
227.0,Vatican City,29,,,,29.0,,0.0,,36295.0,,,,799.0,Europe,28.0,,,,,,2023-03-06
228.0,Western Sahara,10,,1.0,,9.0,,0.0,,16.0,2.0,,,626161.0,Africa,62616.0,626161.0,,,,,2023-03-06
229.0,MS Zaandam,9,,2.0,,7.0,,0.0,,,,,,,,,,,,,,2023-03-06
230.0,Tokelau,5,,,,,,5.0,,3628.0,,,,1378.0,Australia/Oceania,276.0,,,,,3628.0,2023-03-06
231.0,China,503302,,5272.0,,379053.0,,118977.0,,347.0,4.0,160000000.0,"110,461",1448471400.0,Asia,2878.0,274748.0,9.0,,,82.0,2023-03-06
,Total:,124727196,,1612598.0,,120026743.0,,3087855.0,7892.0,,,,,,North America,,,,,,,2023-03-06
,Total:,214510150,4300.0,1537496.0,9.0,199139436.0,66.0,13833218.0,15511.0,,,,,,Asia,,,,,,,2023-03-06
,Total:,246578819,,2019405.0,,242131392.0,,2428022.0,6479.0,,,,,,Europe,,,,,,,2023-03-06
,Total:,68048725,,1350941.0,,66301265.0,,396519.0,10185.0,,,,,,South America,,,,,,,2023-03-06
,Total:,14015805,,26203.0,,13852354.0,,137248.0,55.0,,,,,,Australia/Oceania,,,,,,,2023-03-06
,Total:,12796571,,258593.0,,12076624.0,,461354.0,548.0,,,,,,Africa,,,,,,,2023-03-06
,Total:,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,,2023-03-06
,Total:,680677987,4300.0,6805251.0,9.0,653528520.0,10181.0,20344216.0,40670.0,873246.0,8731.0,,,,All,,,,,,,2023-03-06
,"
Asia
",214564883,38021.0,1537716.0,106.0,199199896.0,33677.0,13827271.0,15525.0,,,,,,Asia,,,,,,,2023-03-07
,"
North America
",124857560,19633.0,1614085.0,191.0,120150518.0,86931.0,3092957.0,7731.0,,,,,,North America,,,,,,,2023-03-07
,"
Europe
",246666196,39550.0,2020234.0,221.0,242227701.0,52378.0,2418261.0,6487.0,,,,,,Europe,,,,,,,2023-03-07
,"
South America
",68053347,2426.0,1350981.0,23.0,66308960.0,4699.0,393406.0,10186.0,,,,,,South America,,,,,,,2023-03-07
,"
Oceania
",14027249,1.0,26221.0,,13861322.0,,139706.0,55.0,,,,,,Australia/Oceania,,,,,,,2023-03-07
,"
Africa
",12798177,603.0,258603.0,10.0,12076799.0,106.0,462775.0,548.0,,,,,,Africa,,,,,,,2023-03-07
,"

",721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,,2023-03-07
,World,680968133,100234.0,6807855.0,551.0,653825902.0,177791.0,20334376.0,40532.0,87362.0,8734.0,,,,All,,,,,,,2023-03-07
1.0,China,503302,,5272.0,,379053.0,,118977.0,7557.0,347.0,4.0,160000000.0,"110,461",1448471400.0,Asia,2878.0,274748.0,9.0,,,82.0,2023-03-07
2.0,USA,105511276,14194.0,1147974.0,145.0,102974672.0,76302.0,1388630.0,2567.0,315142.0,3429.0,1167935950.0,"3,488,404",334805269.0,North America,3.0,292.0,0.0,420.0,0.4,4148.0,2023-03-07
3.0,India,44688693,326.0,530775.0,,44154842.0,220.0,3076.0,,31770.0,377.0,919314929.0,"653,558",1406631776.0,Asia,31.0,2650.0,2.0,2.0,,2.0,2023-03-07
4.0,France,39639112,,165073.0,,39405402.0,,68637.0,869.0,604397.0,2517.0,271490188.0,"4,139,547",65584518.0,Europe,2.0,397.0,0.0,,,1047.0,2023-03-07
5.0,Germany,38231610,9947.0,168709.0,126.0,37788200.0,20900.0,274701.0,,455770.0,2011.0,122332384.0,"1,458,359",83883596.0,Europe,2.0,497.0,1.0,1190.0,2.0,3275.0,2023-03-07
6.0,Brazil,37076053,,699276.0,,36249161.0,,127616.0,,172164.0,3247.0,63776166.0,"296,146",215353593.0,South America,6.0,308.0,3.0,,,593.0,2023-03-07
7.0,Japan,33276657,12014.0,72840.0,35.0,21695714.0,828.0,11508103.0,124.0,264974.0,580.0,95732132.0,"762,291",125584838.0,Asia,4.0,1724.0,1.0,960.0,0.3,91636.0,2023-03-07
8.0,S. Korea,30581499,12284.0,34049.0,15.0,30374622.0,11427.0,172828.0,158.0,595783.0,663.0,15804065.0,"307,892",51329899.0,Asia,2.0,1508.0,3.0,2390.0,0.3,3367.0,2023-03-07
9.0,Italy,25603510,,188322.0,,25267118.0,,148070.0,137.0,424864.0,3125.0,268196399.0,"4,450,449",60262770.0,Europe,2.0,320.0,0.0,,,2457.0,2023-03-07
10.0,UK,24370154,,206952.0,,24109922.0,3690.0,53280.0,,355780.0,3021.0,522526476.0,"7,628,357",68497907.0,Europe,3.0,331.0,0.0,,,778.0,2023-03-07
11.0,Russia,22363740,10449.0,396378.0,42.0,21700795.0,14373.0,266567.0,,153380.0,2719.0,273400000.0,"1,875,095",145805947.0,Europe,7.0,368.0,1.0,720.0,0.3,1828.0,2023-03-07
12.0,Turkey,17042722,,101492.0,,,,,,199186.0,1186.0,162743369.0,"1,902,052",85561976.0,Asia,5.0,843.0,1.0,,,1819.0,2023-03-07
13.0,Spain,13770429,,119479.0,,13615878.0,,35072.0,231.0,294749.0,2557.0,471036328.0,"10,082,298",46719142.0,Europe,3.0,391.0,0.0,,,751.0,2023-03-07
14.0,Vietnam,11526986,20.0,43186.0,,10614802.0,12.0,868998.0,3.0,116489.0,436.0,85826548.0,"867,342",98953541.0,Asia,9.0,2291.0,1.0,2.0,,8782.0,2023-03-07
15.0,Australia,11385534,,19459.0,,11332576.0,,33499.0,27.0,436750.0,746.0,78835048.0,"3,024,116",26068792.0,Australia/Oceania,2.0,1340.0,0.0,,,1285.0,2023-03-07
16.0,Taiwan,10123151,11032.0,18282.0,34.0,9843853.0,19809.0,261016.0,,423765.0,765.0,30742304.0,"1,286,903",23888595.0,Asia,2.0,1307.0,1.0,4620.0,1.0,10926.0,2023-03-07
17.0,Argentina,10044125,,130463.0,,9911673.0,1807.0,1989.0,363.0,218302.0,2836.0,35716069.0,"776,264",46010234.0,South America,5.0,353.0,1.0,,,43.0,2023-03-07
18.0,Netherlands,8600120,1154.0,22992.0,,8561110.0,433.0,16018.0,53.0,499674.0,1336.0,25984435.0,"1,509,718",17211447.0,Europe,2.0,749.0,1.0,670.0,,931.0,2023-03-07
19.0,Iran,7571352,609.0,144907.0,5.0,7339869.0,73.0,86576.0,354.0,88016.0,1685.0,55353767.0,"643,478",86022837.0,Asia,11.0,594.0,2.0,70.0,0.06,1006.0,2023-03-07
20.0,Mexico,7475219,4566.0,333136.0,36.0,6713635.0,6864.0,428448.0,,56819.0,2532.0,19572325.0,"148,768",131562772.0,North America,18.0,395.0,7.0,350.0,0.3,3257.0,2023-03-07
21.0,Indonesia,6737606,303.0,160934.0,2.0,6573749.0,346.0,2923.0,,24137.0,577.0,114158919.0,"408,975",279134505.0,Asia,41.0,1734.0,2.0,10.0,0.01,10.0,2023-03-07
22.0,Poland,6437594,4829.0,118970.0,18.0,5335940.0,,982684.0,696.0,170578.0,3152.0,38325163.0,"1,015,511",37739785.0,Europe,6.0,317.0,1.0,1280.0,0.5,26038.0,2023-03-07
23.0,Colombia,6360089,,142629.0,,6183658.0,,33802.0,342.0,123466.0,2769.0,36951507.0,"717,327",51512762.0,South America,8.0,361.0,1.0,,,656.0,2023-03-07
24.0,Austria,5949752,6301.0,21961.0,6.0,5874364.0,5319.0,53427.0,72.0,656220.0,2422.0,211273524.0,"23,302,116",9066710.0,Europe,2.0,413.0,0.0,6950.0,0.7,5893.0,2023-03-07
25.0,Greece,5871458,,36185.0,,5819562.0,2618.0,15711.0,115.0,569125.0,3507.0,102228365.0,"9,909,078",10316637.0,Europe,2.0,285.0,0.0,,,1523.0,2023-03-07
26.0,Portugal,5570473,,26266.0,,5538745.0,671.0,5462.0,61.0,549325.0,2590.0,45994869.0,"4,535,728",10140570.0,Europe,2.0,386.0,0.0,,,539.0,2023-03-07
27.0,Ukraine,5399231,,111298.0,,5265577.0,,22356.0,,125005.0,2577.0,32603805.0,"754,855",43192122.0,Europe,8.0,388.0,1.0,,,518.0,2023-03-07
28.0,Chile,5184582,2222.0,64250.0,3.0,5113905.0,2592.0,6427.0,86.0,269326.0,3338.0,48535671.0,"2,521,308",19250195.0,South America,4.0,300.0,0.0,1150.0,0.2,334.0,2023-03-07
29.0,Malaysia,5044204,226.0,36966.0,,4998003.0,202.0,9235.0,4.0,152021.0,1114.0,68268320.0,"2,057,448",33181072.0,Asia,7.0,898.0,0.0,70.0,,278.0,2023-03-07
30.0,Israel,4801511,,12307.0,,4781252.0,,7952.0,57.0,514852.0,1320.0,41373364.0,"4,436,346",9326000.0,Asia,2.0,758.0,0.0,,,853.0,2023-03-07
31.0,DPRK,4772813,,74.0,,4772739.0,,0.0,,183636.0,3.0,,,25990679.0,Asia,5.0,351225.0,,,,,2023-03-07
32.0,Thailand,4728182,,33918.0,,4692636.0,,1628.0,,67470.0,484.0,17270775.0,"246,450",70078203.0,Asia,15.0,2066.0,4.0,,,23.0,2023-03-07
33.0,Belgium,4727795,,33775.0,,4663213.0,793.0,30807.0,43.0,405184.0,2895.0,36752058.0,"3,149,741",11668278.0,Europe,2.0,345.0,0.0,,,2640.0,2023-03-07
34.0,Czechia,4615962,1800.0,42487.0,5.0,4564929.0,1029.0,8546.0,43.0,429920.0,3957.0,57026205.0,"5,311,293",10736784.0,Europe,2.0,253.0,0.0,1680.0,0.5,796.0,2023-03-07
35.0,Canada,4600615,,51447.0,,4511155.0,2971.0,38013.0,99.0,119844.0,1340.0,66343123.0,"1,728,207",38388419.0,North America,8.0,746.0,1.0,,,990.0,2023-03-07
36.0,Peru,4486934,102.0,219513.0,20.0,4265317.0,41.0,2104.0,31.0,133206.0,6517.0,38095743.0,"1,130,967",33684208.0,South America,8.0,153.0,1.0,30.0,0.6,62.0,2023-03-07
37.0,Switzerland,4392464,1457.0,14452.0,,4373026.0,,4986.0,39.0,500643.0,1647.0,23833472.0,"2,716,487",8773637.0,Europe,2.0,607.0,0.0,1660.0,,568.0,2023-03-07
38.0,Philippines,4077169,73.0,66167.0,7.0,4002115.0,106.0,8887.0,162.0,36239.0,588.0,34650727.0,"307,982",112508994.0,Asia,28.0,1700.0,3.0,6.0,0.06,79.0,2023-03-07
39.0,South Africa,4066044,187.0,102595.0,,3912506.0,,50943.0,192.0,66924.0,1689.0,26795090.0,"441,027",60756135.0,Africa,15.0,592.0,2.0,30.0,,838.0,2023-03-07
40.0,Romania,3346046,,67736.0,,3263269.0,,15041.0,119.0,175818.0,3559.0,26750616.0,"1,405,609",19031335.0,Europe,6.0,281.0,1.0,,,790.0,2023-03-07
41.0,Denmark,3175655,101.0,8285.0,1.0,3166474.0,77.0,896.0,19.0,544247.0,1420.0,129205099.0,"22,143,309",5834950.0,Europe,2.0,704.0,0.0,170.0,0.2,154.0,2023-03-07
42.0,Hong Kong,2883762,47.0,13466.0,,2862998.0,355.0,7298.0,28.0,379228.0,1771.0,76127725.0,"10,011,143",7604299.0,Asia,3.0,565.0,0.0,60.0,,960.0,2023-03-07
43.0,Sweden,2699186,152.0,23749.0,,2671893.0,108.0,3544.0,8.0,264135.0,2324.0,19477620.0,"1,906,026",10218971.0,Europe,4.0,430.0,1.0,150.0,,347.0,2023-03-07
44.0,Serbia,2498315,1067.0,17868.0,4.0,2465686.0,870.0,14761.0,12.0,288722.0,2065.0,12450776.0,"1,438,894",8653016.0,Europe,3.0,484.0,1.0,1230.0,0.5,1706.0,2023-03-07
45.0,Iraq,2465545,,25375.0,,2439497.0,,673.0,21.0,58474.0,602.0,19544451.0,"463,523",42164965.0,Asia,17.0,1662.0,2.0,,,16.0,2023-03-07
46.0,Singapore,2230570,,1722.0,,2149583.0,,79265.0,1.0,375293.0,290.0,24756666.0,"4,165,302",5943546.0,Asia,3.0,3452.0,0.0,,,13336.0,2023-03-07
47.0,New Zealand,2228291,,3922.0,,2214316.0,,10053.0,,454920.0,801.0,7768604.0,"1,586,011",4898203.0,Australia/Oceania,2.0,1249.0,1.0,,,2052.0,2023-03-07
48.0,Hungary,2195926,,48751.0,,2143184.0,,3991.0,13.0,228593.0,5075.0,11394556.0,"1,186,160",9606259.0,Europe,4.0,197.0,1.0,,,415.0,2023-03-07
49.0,Bangladesh,2037829,,29445.0,,1998448.0,,9936.0,,12138.0,175.0,15254399.0,"90,862",167885689.0,Asia,82.0,5702.0,11.0,,,59.0,2023-03-07
50.0,Slovakia,1863590,171.0,21031.0,,1841226.0,104.0,1333.0,25.0,341305.0,3852.0,7406819.0,"1,356,512",5460193.0,Europe,3.0,260.0,1.0,310.0,,244.0,2023-03-07
51.0,Georgia,1827537,,16971.0,,1776548.0,,34018.0,,460483.0,4276.0,16920079.0,"4,263,340",3968738.0,Asia,2.0,234.0,0.0,,,8571.0,2023-03-07
52.0,Jordan,1746997,,14122.0,,1731007.0,,1868.0,59.0,169597.0,1371.0,17201885.0,"1,669,945",10300869.0,Asia,6.0,729.0,1.0,,,181.0,2023-03-07
53.0,Ireland,1703850,,8691.0,,1692873.0,10.0,2286.0,9.0,339399.0,1731.0,13037474.0,"2,597,003",5020199.0,Europe,3.0,578.0,0.0,,,455.0,2023-03-07
54.0,Pakistan,1577244,30.0,30643.0,,1538689.0,,7912.0,7.0,6873.0,134.0,30570862.0,"133,213",229488994.0,Asia,145.0,7489.0,8.0,1.0,,34.0,2023-03-07
55.0,Norway,1479392,58.0,5213.0,,1473421.0,25.0,758.0,20.0,268425.0,946.0,11002430.0,"1,996,315",5511370.0,Europe,4.0,1057.0,1.0,110.0,,138.0,2023-03-07
56.0,Finland,1463630,99.0,8967.0,,1452331.0,92.0,2332.0,21.0,263482.0,1614.0,12047792.0,"2,168,835",5554960.0,Europe,4.0,619.0,0.0,180.0,,420.0,2023-03-07
57.0,Kazakhstan,1408124,,13846.0,,1383020.0,,11258.0,24.0,73321.0,721.0,11575012.0,"602,707",19205043.0,Asia,14.0,1387.0,2.0,,,586.0,2023-03-07
58.0,Slovenia,1330662,664.0,7076.0,2.0,1319000.0,542.0,4586.0,8.0,640347.0,3405.0,2839966.0,"1,366,660",2078034.0,Europe,2.0,294.0,1.0,3200.0,1.0,2207.0,2023-03-07
59.0,Lithuania,1307044,657.0,9596.0,2.0,1291423.0,373.0,6025.0,6.0,491055.0,3605.0,10385652.0,"3,901,875",2661708.0,Europe,2.0,277.0,0.0,2470.0,0.8,2264.0,2023-03-07
60.0,Bulgaria,1297358,115.0,38222.0,3.0,1256083.0,55.0,3053.0,26.0,189545.0,5584.0,11069682.0,"1,617,288",6844597.0,Europe,5.0,179.0,1.0,170.0,0.4,446.0,2023-03-07
61.0,Morocco,1272490,,16296.0,,1256151.0,,43.0,3.0,33688.0,431.0,12992640.0,"343,969",37772756.0,Africa,30.0,2318.0,3.0,,,1.0,2023-03-07
62.0,Croatia,1269326,,17987.0,,1250890.0,,449.0,5.0,312697.0,4431.0,5521987.0,"1,360,335",4059286.0,Europe,3.0,226.0,1.0,,,111.0,2023-03-07
63.0,Guatemala,1237789,214.0,20180.0,2.0,1216584.0,234.0,1025.0,5.0,66605.0,1086.0,6963247.0,"374,690",18584039.0,North America,15.0,921.0,3.0,120.0,0.1,55.0,2023-03-07
64.0,Lebanon,1232517,,10840.0,,1087587.0,,134090.0,74.0,184375.0,1622.0,4795578.0,"717,380",6684849.0,Asia,5.0,617.0,1.0,,,20059.0,2023-03-07
65.0,Costa Rica,1204164,,9230.0,,860711.0,,334223.0,52.0,232358.0,1781.0,4659757.0,"899,158",5182354.0,North America,4.0,561.0,1.0,,,64493.0,2023-03-07
66.0,Bolivia,1194069,99.0,22365.0,,1159564.0,256.0,12140.0,220.0,99567.0,1865.0,2705422.0,"225,590",11992656.0,South America,10.0,536.0,4.0,80.0,,1012.0,2023-03-07
67.0,Tunisia,1151126,164.0,29341.0,10.0,,,,44.0,95556.0,2436.0,5003083.0,"415,309",12046656.0,Africa,10.0,411.0,2.0,140.0,0.8,978.0,2023-03-07
68.0,Cuba,1112631,,8530.0,,1104015.0,4.0,86.0,,98414.0,754.0,14321589.0,"1,266,764",11305652.0,North America,10.0,1325.0,1.0,,,8.0,2023-03-07
69.0,Ecuador,1057121,,36014.0,,1020564.0,,543.0,759.0,58361.0,1988.0,3082403.0,"170,173",18113361.0,South America,17.0,503.0,6.0,,,30.0,2023-03-07
70.0,UAE,1052926,142.0,2349.0,,1035763.0,76.0,14814.0,,104438.0,233.0,199362311.0,"19,774,505",10081785.0,Asia,10.0,4292.0,0.0,140.0,,1469.0,2023-03-07
71.0,Uruguay,1034303,,7617.0,,1026186.0,,500.0,18.0,295852.0,2179.0,6114822.0,"1,749,083",3496016.0,South America,3.0,459.0,1.0,,,143.0,2023-03-07
72.0,Panama,1031731,,8609.0,,1022524.0,,598.0,16.0,232008.0,1936.0,7548346.0,"1,697,416",4446964.0,North America,4.0,517.0,1.0,,,134.0,2023-03-07
73.0,Mongolia,1007897,,2179.0,,1005716.0,,2.0,192.0,298364.0,645.0,4030048.0,"1,193,000",3378078.0,Asia,3.0,1550.0,1.0,,,6.0,2023-03-07
74.0,Nepal,1001149,,12020.0,,989124.0,,5.0,,33123.0,398.0,6014561.0,"198,989",30225582.0,Asia,30.0,2515.0,5.0,,,2.0,2023-03-07
75.0,Belarus,994037,,7118.0,,985592.0,,1327.0,,105381.0,755.0,13646641.0,"1,446,722",9432800.0,Europe,9.0,1325.0,1.0,,,141.0,2023-03-07
76.0,Latvia,976188,26.0,6250.0,5.0,969587.0,24.0,351.0,13.0,528001.0,3381.0,7866007.0,"4,254,570",1848837.0,Europe,2.0,296.0,0.0,140.0,3.0,190.0,2023-03-07
77.0,Saudi Arabia,829955,73.0,9618.0,1.0,817079.0,76.0,3258.0,40.0,23154.0,268.0,45167469.0,"1,260,080",35844909.0,Asia,43.0,3727.0,1.0,20.0,0.03,91.0,2023-03-07
78.0,Azerbaijan,828783,53.0,10135.0,6.0,818418.0,32.0,230.0,,80463.0,984.0,7534623.0,"731,502",10300205.0,Asia,12.0,1016.0,1.0,50.0,0.6,22.0,2023-03-07
79.0,Paraguay,808401,,19878.0,,,,,7.0,110651.0,2721.0,2657506.0,"363,751",7305843.0,South America,9.0,368.0,3.0,,,12347.0,2023-03-07
80.0,Bahrain,709858,628.0,1553.0,1.0,706013.0,,2292.0,3.0,397906.0,871.0,10746441.0,"6,023,847",1783983.0,Asia,3.0,1149.0,0.0,3520.0,0.6,1285.0,2023-03-07
81.0,Sri Lanka,672036,2.0,16830.0,,655202.0,,4.0,,31148.0,780.0,6486117.0,"300,619",21575842.0,Asia,32.0,1282.0,3.0,9.0,,2.0,2023-03-07
82.0,Kuwait,663456,,2570.0,,660237.0,,649.0,,151463.0,587.0,8455743.0,"1,930,391",4380326.0,Asia,7.0,1704.0,1.0,,,148.0,2023-03-07
83.0,Dominican Republic,660705,,4384.0,,644785.0,,11536.0,4.0,59758.0,397.0,3740928.0,"338,350",11056370.0,North America,17.0,2522.0,3.0,,,1043.0,2023-03-07
84.0,Cyprus,650685,,1330.0,,644185.0,,5170.0,60.0,531872.0,1087.0,9640118.0,"7,879,860",1223387.0,Asia,2.0,920.0,0.0,,,4226.0,2023-03-07
85.0,Myanmar,633949,2.0,19490.0,,614416.0,5.0,43.0,,11479.0,353.0,10080484.0,"182,528",55227143.0,Asia,87.0,2834.0,5.0,4.0,,8.0,2023-03-07
